term	reading	frequency	kana_frequency
らふが	らふが	271764	
裸出歯鼠	はだかでばねずみ	271766	
念友	ねんゆう	271767	
アカンボウ	アカンボウ	271769	
あんごうか	あんごうか	271770	
彩衣	あい	271772	
比例に応じて	ひれいにおうじて	271773	
和勝	かずまさ	271775	
吹荒れる	ふきあれる	271776	165894
そんぼうのきき	そんぼうのきき	271777	
共謀共同正犯	きょうぼうきょうどうせいはん	271779	
常滑焼き	とこなめやき	271780	295319
おおよしきり	おおよしきり	271782	
停船場	ていせんじょう	271783	
ぎんせい	ぎんせい	271785	
黄幡	おうばん	271786	
食べる辣油	たべるラーゆ	271788	
おもいさだめる	おもいさだめる	271789	
宮城まり子	みやぎまりこ	271791	
てぐり	てぐり	271792	
御新香	おしんこ	271794	94732
うたいあう	うたいあう	271795	
コウキジテン	コウキジテン	271797	
ＤＶＤＲＯＭ	ディーブイディーロム	271798	
東花園駅	ひがしはなぞのえき	271800	
もんぜんせいし	もんぜんせいし	271801	
ラッピングペーパー	ラッピングペーパー	271802	
祭政	さいせい	271803	
付属語	ふぞくご	271804	
アリカンテ	アリカンテ	271805	
なんまん	なんまん	271806	
あんちょう	あんちょう	271808	
きこのいきおい	きこのいきおい	271809	
永永	えいえい	271810	
メインループ	メインループ	271811	
クソスレ	クソスレ	271812	
クールブイヨン	クールブイヨン	271813	
かんせいかん	かんせいかん	271814	
ユウキテキ	ユウキテキ	271815	
再考慮	さいこうりょ	271816	
占城稲	せんじょうとう	271817	
ラティモア	ラティモア	271818	
濛濛	もうもう	271819	17183
こさくまい	こさくまい	271821	
全角文字	ぜんかくもじ	271822	
差し物	さしもの	271823	
ウワテダシナゲ	ウワテダシナゲ	271824	
クエイド	クエイド	271825	
れいせいちんちゃく	れいせいちんちゃく	271826	
低資	ていし	271827	
さいぐう	さいぐう	271828	
ヴェートーベン	ヴェートーベン	271829	
岩稜	がんりょう	271830	
せいめいさい	せいめいさい	271831	
みみあか	みみあか	271833	
こしゃじ	こしゃじ	271834	
ふうふかん	ふうふかん	271835	
クワオアー	クワオアー	271836	
定量ＰＣＲ	ていりょうピーシーアール	271837	
ケンリショ	ケンリショ	271838	
ソラゴト	ソラゴト	271839	
ギカイ	ギカイ	271840	
たけずみ	たけずみ	271841	
ねんしょうかっき	ねんしょうかっき	271842	
ゲンロウイン	ゲンロウイン	271843	
うま年	うまどし	271844	249038
サンラザール	サンラザール	271846	
ふしかてい	ふしかてい	271847	
アビニヨン	アビニヨン	271848	
ドカタ	ドカタ	271849	
くさむしり	くさむしり	271850	
乗りいい	のりいい	271851	
ゼカリヤ	ゼカリヤ	271852	
アラケズリ	アラケズリ	271853	
しきうつし	しきうつし	271854	
ソーヴィニヨン・ブラン	ソーヴィニヨン・ブラン	271855	
いろよい	いろよい	271856	
キマリモンク	キマリモンク	271858	
ゴールデンディスク	ゴールデンディスク	271859	
伊勢佐木	いせざき	271860	
さくが	さくが	271861	
ビンツケ	ビンツケ	271862	
ケニン	ケニン	271863	
縷言	るげん	271864	153630
アマッコ	アマッコ	271865	
淡彩画	たんさいが	271866	
佐藤紅緑	さとうこうろく	271867	
えいよある	えいよある	271868	
コートハウス	コートハウス	271869	
頭の黒い鼠	あたまのくろいねずみ	271871	
傭船契約	ようせんけいやく	271872	
算術平均	さんじゅつへいきん	271873	
ほうていしき	ほうていしき	271874	
チサエ	チサエ	271875	
オウテ	オウテ	271876	
ディーエヌ	ディーエヌ	271877	
原田孫七郎	はらだまごしちろう	271878	
フィルポット	フィルポット	271879	
氏朝	うじとも	271880	
ちゅうとんぐん	ちゅうとんぐん	271881	
たいせつに	たいせつに	271883	
せんぎょうしゅふ	せんぎょうしゅふ	271884	
ノンセクション	ノンセクション	271885	
買弁的	ばいべんてき	271886	
熊祭	くままつり	271887	
二級酒	にきゅうしゅ	271888	
炭酸紙	たんさんし	271889	
ダイセン	ダイセン	271890	
海洋気象	かいようきしょう	271891	
形態素解析	けいたいそかいせき	271892	
鰺のたたき	あじのたたき	271893	
チョウメン	チョウメン	271894	
きりは	きりは	271896	
３等陸佐	さんとうりくさ	271897	
あしばやに	あしばやに	271898	
パイレックス・ガラス	パイレックス・ガラス	271899	
ぶんぶりょうどう	ぶんぶりょうどう	271900	
けんかい	けんかい	271901	
ブランクス	ブランクス	271902	
サルティンボッカ	サルティンボッカ	271904	
チェサピーク湾	チェサピークわん	271905	
でんきすいはんき	でんきすいはんき	271906	
くちをひらく	くちをひらく	271907	
サンチチョクソウ	サンチチョクソウ	271909	
ウェブ予約	ウェブよやく	271910	
はくじゃく	はくじゃく	271911	
ソサン	ソサン	271912	
デーヴァナーガリー文字	デーヴァナーガリーもじ	271914	
建て回す	たてまわす	271915	233844
入れ合わせる	いれあわせる	271916	
穀物酢	こくもつす	271917	
でんれい	でんれい	271919	
ボジュ	ボジュ	271920	
うみぐさ	うみぐさ	271921	
チンピン	チンピン	271922	
ふろうふし	ふろうふし	271924	
フェルミ粒子	フェルミりゅうし	271925	
トヨタカップ	トヨタカップ	271926	
名広め	なびろめ	271927	288807
にしきぎ	にしきぎ	271929	
モノ化	モノか	271930	
太平洋ゴミベルト	たいへいようゴミベルト	271931	
野分き	のわき	271932	297486
飯田町駅	いいだまちえき	271934	
歩き始め	あるきはじめ	271935	
シェンク	シェンク	271936	
ウソッコ	ウソッコ	271937	
ヒッパリ	ヒッパリ	271939	
無降水	むこうすい	271940	
たいどをとる	たいどをとる	271941	
最近稼働	さいきんかどう	271942	
いつぶす	いつぶす	271944	
語末	ごまつ	271945	
認定ＮＰＯ法人	にんていエヌピーオーほうじん	271946	
クビスジ	クビスジ	271947	
ちょうこくぶつ	ちょうこくぶつ	271949	
債務負担	さいむふたん	271950	
モシャセツ	モシャセツ	271951	
ピラート	ピラート	271952	
ワセン	ワセン	271954	
居乍ら	いながら	271955	78235
独歩高	どっぽだか	271956	275926
エスニックフード	エスニックフード	271957	
トチバニンジン	トチバニンジン	271959	
モジュラー・ジャック	モジュラー・ジャック	271960	
日銀短観	にちぎんたんかん	271961	
ちゅうは	ちゅうは	271962	
民主党全国委員会	みんしゅとうぜんこくいいんかい	271964	
じきん	じきん	271965	
カイメツ	カイメツ	271966	
中村紘子	なかむらひろこ	271967	
よこがき	よこがき	271969	
住民基本台帳ネットワークシステム	じゅうみんきほんだいちょうネットワークシステム	271970	
コウツゴウ	コウツゴウ	271971	
早まき	はやまき	271972	
証果	しょうか	271974	
バタン諸島	バタンしょとう	271975	
罐焚き	かまたき	271976	169812
そんしゃ	そんしゃ	271977	
久野譜也	くのしんや	271979	
祭上げる	まつりあげる	271980	94715
東露	とうろ	271981	
こうかい	こうかい	271982	
ばつろ	ばつろ	271984	
不錆鋼	ふせいこう	271985	
想いで	おもいで	271986	92234
おんだん	おんだん	271987	
夏やせ	なつやせ	271989	
ヘドニスト	ヘドニスト	271990	
にんげんてき	にんげんてき	271991	
バイウ	バイウ	271992	
一般管理費	いっぱんかんりひ	271994	
フラワーティー	フラワーティー	271995	
あみうち	あみうち	271996	
クライヤー	クライヤー	271997	
オンシジウム	オンシジウム	271999	
ジャスミンチャ	ジャスミンチャ	272000	
コイヅカ	コイヅカ	272001	
マジック・ハンド	マジック・ハンド	272002	
スキマー	スキマー	272004	
みやこじょうふ	みやこじょうふ	272005	
えんまんぐそく	えんまんぐそく	272007	
チクゼンニ	チクゼンニ	272008	
モンテゴベイ	モンテゴベイ	272009	
地官	ちかん	272011	
かんじょうたい	かんじょうたい	272012	
ルスバンデンワ	ルスバンデンワ	272014	
みずのえたつ	みずのえたつ	272015	
あみのめをくぐる	あみのめをくぐる	272016	
べんり	べんり	272018	
カホウ	カホウ	272019	
タマサカ	タマサカ	272020	
ハコベジオ	ハコベジオ	272022	
ぎゃくこうか	ぎゃくこうか	272023	
ハイファイ装置	ハイファイそうち	272025	
フスタート	フスタート	272026	
佐公	さく	272027	
れんりつほうていしき	れんりつほうていしき	272029	
ＢＤＳＭ	ビーディーエスエム	272030	
エスケープシーケンス	エスケープシーケンス	272032	
すうさつ	すうさつ	272033	
点電荷	てんでんか	272034	
亀尾	かめお	272036	
ウィルムス	ウィルムス	272037	
リョウガン	リョウガン	272039	
転折	てんせつ	272040	
ナイヨウ	ナイヨウ	272041	
ハイラート	ハイラート	272043	
非線型	ひせんけい	272044	
ドラッグクイーン	ドラッグクイーン	272045	
みこんち	みこんち	272047	
ヒギリ	ヒギリ	272048	
パリッシュ	パリッシュ	272050	
ビット演算	ビットえんざん	272051	
習習	しゅうしゅう	272052	
授粉	じゅふん	272054	228167
けつかっちん	けつかっちん	272055	
梭魚	かます	272057	
ストリーマーフライ	ストリーマーフライ	272058	
てんだいしゅう	てんだいしゅう	272059	
セリトス	セリトス	272061	
陰弁慶	かげべんけい	272062	249157
ヒトオモイ	ヒトオモイ	272064	
全国出版協会	ぜんこくしゅっぱんきょうかい	272065	
ヒノテガ	ヒノテガ	272066	
涎もの	よだれもの	272068	
スクミリンゴガイ	スクミリンゴガイ	272069	
まさい	まさい	272070	
デイゲーム	デイゲーム	272072	
じんぎしょう	じんぎしょう	272073	
パエオニア	パエオニア	272075	
シキュオン	シキュオン	272076	
アンソク	アンソク	272077	
おかばしょ	おかばしょ	272079	
揖保川	いぼがわ	272080	
ヤコウ	ヤコウ	272082	
関連痛	かんれんつう	272083	
ボトムアウト	ボトムアウト	272084	
かんていにん	かんていにん	272086	
商舗	しょうほ	272087	193821
となりぐみ	となりぐみ	272089	
ハチジョウ	ハチジョウ	272090	
業平橋駅	なりひらばしえき	272091	
レルシュ	レルシュ	272093	
ひいきめにみる	ひいきめにみる	272094	
ずはん	ずはん	272095	
そのすじ	そのすじ	272097	
エル・パイス	エル・パイス	272098	
多項目	たこうもく	272100	
へいへい	へいへい	272101	
ちらみ	ちらみ	272102	
にがむしをかみつぶしたよう	にがむしをかみつぶしたよう	272104	
超自然主義	ちょうしぜんしゅぎ	272105	
なかびく	なかびく	272106	
ジコトウカイ	ジコトウカイ	272108	
ステープルトン	ステープルトン	272109	
バイマン	バイマン	272110	
レリダ	レリダ	272112	
天瓜粉	てんかふん	272113	219034
馨邦	よしくに	272114	
精密工学	せいみつこうがく	272116	
ぼんじん	ぼんじん	272117	
めにたつ	めにたつ	272118	
限界ゲージ	げんかいゲージ	272120	
ムシムヘン	ムシムヘン	272121	
万力鎖	まんりきぐさり	272122	
るざん	るざん	272124	
チョッカン	チョッカン	272125	
リョウザンパク	リョウザンパク	272126	
ナンテッタッテ	ナンテッタッテ	272128	
ユニバーサルサービス	ユニバーサルサービス	272129	
メリヤス・シャツ	メリヤス・シャツ	272130	
ソウケイ	ソウケイ	272132	
バトル・ロイヤル	バトル・ロイヤル	272133	
えんお	えんお	272134	
きょうげんきぎょ	きょうげんきぎょ	272136	
ほきん	ほきん	272137	
えきじょう	えきじょう	272138	
クロロアセトフェノン	クロロアセトフェノン	272140	
タブキー	タブキー	272141	
カイワイ	カイワイ	272142	
せいどく	せいどく	272144	
ワセイエイゴ	ワセイエイゴ	272145	
エオリア諸島	エオリアしょとう	272146	
捧物	ほうもつ	272148	
不正会計処理	ふせいかいけいしょり	272149	
ねだんづけ	ねだんづけ	272150	
天秤秤	てんびんばかり	272152	300108
ろんじあう	ろんじあう	272153	
シュウチ	シュウチ	272154	
横議	おうぎ	272156	
カキ氷機	カキごおりき	272157	
ネブルズ	ネブルズ	272158	
だっぽく	だっぽく	272160	
離岸堤	りがんてい	272161	
アサンテ	アサンテ	272162	
老い松	おいまつ	272164	
回遊船	かいゆうせん	272165	
熱力学の第三法則	ねつりきがくのだいさんほうそく	272166	
しつぎょうしゃ	しつぎょうしゃ	272168	
掛け釘	かけくぎ	272169	
ストラザーズ	ストラザーズ	272170	
ハチ目	ハチもく	272172	
登録免許税	とうろくめんきょぜい	272173	
罫引き	けびき	272174	
コウナイボウリョク	コウナイボウリョク	272176	
青ねぎ	あおねぎ	272177	
ミルホーン	ミルホーン	272178	
ハクジョウ	ハクジョウ	272180	
キヅナ	キヅナ	272181	
ニクロム	ニクロム	272182	
よにも	よにも	272184	
身上持ち	しんしょうもち	272185	272390
ラップ人	ラップじん	272186	
保護領域	ほごりょういき	272188	
しんぶんはいたつ	しんぶんはいたつ	272189	
薬理活性	やくりかっせい	272190	
二分休符	にぶきゅうふ	272192	
タイセン	タイセン	272193	
スクリプトエンジン	スクリプトエンジン	272194	
わかとう	わかとう	272196	
延納	えんのう	272197	263535
クリプトグラフィー	クリプトグラフィー	272198	
いがいのなにものでもない	いがいのなにものでもない	272200	
ばい	ばい	272201	
腕立て	うでだて	272202	
安定株主	あんていかぶぬし	272204	
カホク	カホク	272205	
はんぷく	はんぷく	272206	
ざんりょう	ざんりょう	272208	
截断面	せつだんめん	272209	
熱れ	いきれ	272210	80690
育央	いくお	272212	
かにばさみ	かにばさみ	272213	
こきみよげに	こきみよげに	272214	
ピーティーエー	ピーティーエー	272216	
じしゅうしつ	じしゅうしつ	272217	
千里同風	せんりどうふう	272218	
スイギョ	スイギョ	272220	
糊着	こちゃく	272221	
掻払う	かっぱらう	272222	42682
繰回す	くりまわす	272224	85780
上っ側	うわっかわ	272225	
一般用医薬品	いっぱんよういやくひん	272226	
ぱちんこ屋	ぱちんこや	272228	
えようえいが	えようえいが	272229	
ハイガイ	ハイガイ	272230	
みやまきんぽうげ	みやまきんぽうげ	272232	
スマイルス	スマイルス	272233	
マクドウガル	マクドウガル	272234	
砕鉱	さいこう	272236	
パトア	パトア	272237	
かんせつてき	かんせつてき	272238	
扇子腹	せんすばら	272240	
ジンドウ	ジンドウ	272241	
ザイエン	ザイエン	272242	
びくに	びくに	272244	
ハウスミュージック	ハウスミュージック	272245	
グリーリー	グリーリー	272246	
水グモ	みずグモ	272248	
ラベルプリンター	ラベルプリンター	272249	
アーチチョーク	アーチチョーク	272250	
おんなやま	おんなやま	272252	
ショットガン・ウェディング	ショットガン・ウェディング	272253	
カワラナデシコ	カワラナデシコ	272254	
良くある質問	よくあるしつもん	272256	
口腔癌	こうこうがん	272257	
よだれもん	よだれもん	272258	
じじこっこく	じじこっこく	272260	
狭軌鉄道	きょうきてつどう	272261	
リダクション	リダクション	272262	
ミャオ族	ミャオぞく	272264	
ゴクロウサン	ゴクロウサン	272265	
たこぶね	たこぶね	272266	
ぜんしゃ	ぜんしゃ	272268	
惠介	けいすけ	272269	
よをしのぶ	よをしのぶ	272270	
ぜんにほん	ぜんにほん	272272	
高々指	たかたかゆび	272273	
ゴトニ	ゴトニ	272274	
ごふうじゅうう	ごふうじゅうう	272276	
ふたあけ	ふたあけ	272277	
多情仏心	たじょうぶっしん	272278	
コフリン	コフリン	272280	
モンゼキ	モンゼキ	272281	
達磨忌	だるまき	272282	
パッケージ名	パッケージめい	272284	
データウェアハウス	データウェアハウス	272285	
たびにっき	たびにっき	272286	
喜阿弥	きあみ	272288	
はなすすき	はなすすき	272289	
用ダンス	ようダンス	272290	293309
今日イチ	きょうイチ	272292	308049
そだちがわるい	そだちがわるい	272293	
延坪島	ヨンピョンド	272294	
サンソキュウニュウ	サンソキュウニュウ	272296	
人権外交	じんけんがいこう	272297	
だいそうどう	だいそうどう	272298	
ソウゾク	ソウゾク	272300	
須田	すた	272301	
ソシリ	ソシリ	272302	
プロテアソーム	プロテアソーム	272304	
角目立つ	つのめだつ	272305	
ノーズパッド	ノーズパッド	272306	
引地川	ひきちがわ	272308	
原稿稼ぎ	げんこうかせぎ	272309	
ゴイズエタ	ゴイズエタ	272311	
デュプレクス	デュプレクス	272312	
大浚い	おおさらい	272313	
いっせきぶつ	いっせきぶつ	272315	
所得顔	ところえがお	272316	
むだぼえ	むだぼえ	272317	
フリートーキング	フリートーキング	272319	
障害競走	しょうがいきょうそう	272320	
住着く	すみつく	272322	108340
胤平	たねひら	272323	
市川駅	いちかわえき	272324	
フェノール類	フェノールるい	272326	
御坊っちゃん	おぼっちゃん	272327	67694
商状	しょうじょう	272328	
てんかとういつ	てんかとういつ	272330	
目からうろこの落ちる	めからうろこのおちる	272331	
ソラーズ	ソラーズ	272333	
子子孫孫	ししそんそん	272334	252919
天敵関係	てんてきかんけい	272335	
デスポット	デスポット	272337	
バケン	バケン	272338	
こかんせつ	こかんせつ	272339	
克成	かつしげ	272341	
いしわた	いしわた	272342	
ブルマーズ	ブルマーズ	272343	
けつめい	けつめい	272345	
実情調査委員会	じつじょうちょうさいいんかい	272346	
競り場	せりば	272348	242894
中物	ちゅうもの	272349	127852
ＳＴＯＬ	ストール	272350	
ポート・モレスビー	ポート・モレスビー	272352	
藤原保昌	ふじわらのやすまさ	272353	
モンブラントンネル	モンブラントンネル	272354	
リンク状態	リンクじょうたい	272356	
ひとあと	ひとあと	272357	
データ単位	データたんい	272359	
よみづらい	よみづらい	272360	
異言を語る	いげんをかたる	272361	
統彦	おさひこ	272363	
御鍋	おなべ	272364	88933
ヒニン	ヒニン	272365	
佐陀	さだ	272367	
となりの芝生は青い	となりのしばふはあおい	272368	
ケツエキガタ	ケツエキガタ	272369	
デフェンス	デフェンス	272371	
しゃれつ	しゃれつ	272372	
干し海鼠	ほしなまこ	272374	
しゃほ	しゃほ	272375	
とそきげん	とそきげん	272376	
五十音図	ごじゅうおんず	272378	
ヘキガ	ヘキガ	272379	
テト攻勢	テトこうせい	272380	
靖央	やすお	272382	
シネマ・オルガン	シネマ・オルガン	272383	
とうおうしょく	とうおうしょく	272385	
ランミャク	ランミャク	272386	
風呂蓋	ふろふた	272387	
望岳台	ぼうがくだい	272389	
しんしょうもち	しんしょうもち	272390	
パーソナルチェア	パーソナルチェア	272391	
養老渓谷	ようろうけいこく	272393	
かだん	かだん	272394	
支持療法	しじりょうほう	272396	
オペレーションズ・リサーチ	オペレーションズ・リサーチ	272397	
ホースアウト	ホースアウト	272398	
チチアーノ	チチアーノ	272400	
れんぜんあしげ	れんぜんあしげ	272401	
性の自由	せいのじゆう	272402	
あしまめ	あしまめ	272404	
損して得とる	そんしてとくとる	272405	
せりおとす	せりおとす	272406	
南部忠平	なんぶちゅうへい	272407	
ふつわ	ふつわ	272409	
バカガイ	バカガイ	272410	
はぶりがよい	はぶりがよい	272411	
カルビナ	カルビナ	272412	
こうさいじゅつ	こうさいじゅつ	272414	
タルデュー	タルデュー	272415	
ひかい	ひかい	272416	
きゅうこう	きゅうこう	272417	
本多猪四郎	ほんだいしろう	272419	
受益	じゅえき	272420	
アシドリ	アシドリ	272421	
伊良子清白	いよこすずしろ	272422	
ブレモン	ブレモン	272424	
道塗	どうと	272425	
さいきせい	さいきせい	272426	
エキノコックス症	エキノコックスしょう	272427	
徹宗	かつみ	272429	
りんぎょう	りんぎょう	272430	
素っ破抜き	すっぱぬき	272431	248414
チャッキョ	チャッキョ	272432	
ビリングズ	ビリングズ	272434	
主調音	しゅちょうおん	272435	
田中澄江	たなかすみえ	272436	
有鬚動物	ゆうしゅどうぶつ	272437	
ロータリースイッチ	ロータリースイッチ	272439	
献吉	けんきち	272440	
奉承	ほうしょう	272441	
データプロセッサー	データプロセッサー	272442	
しゅにゅう	しゅにゅう	272444	
ころ柿	ころがき	272445	
上尾駅	あげおえき	272446	
エキゾチズム	エキゾチズム	272447	
ピゴット	ピゴット	272449	
アルデヒド基	アルデヒドき	272450	
アラマン	アラマン	272451	
がめん	がめん	272452	
タヅ子	タヅこ	272454	
せきらんうん	せきらんうん	272455	
キクウィト	キクウィト	272456	
こころならずも	こころならずも	272457	
譲刃	ゆずりは	272459	
除塩	じょえん	272460	
きゅうびん	きゅうびん	272461	
だれしらぬ	だれしらぬ	272462	
ボンディング	ボンディング	272464	
はなつばき	はなつばき	272465	
選する	せんする	272466	
ハイブツ	ハイブツ	272467	
チシン	チシン	272469	
親に叛く	おやにそむく	272470	
プロピオン酸	プロピオンさん	272471	
ひよ鳥	ひよどり	272472	103867
シロハラ	シロハラ	272474	
加賀紋	かがもん	272475	
刳り物	くりもの	272476	207688
ヨシギュウ	ヨシギュウ	272477	
上景気	じょうけいき	272479	
御邪魔虫	おじゃまむし	272480	315659
ごへいかつぎ	ごへいかつぎ	272481	
月讀	つくよみ	272482	
カンノーリ	カンノーリ	272484	
対地同期軌道	たいちどうききどう	272485	
もうリソース	もうリソース	272486	
文部省美術展覧会	もんぶしょうびじゅつてんらんかい	272487	
ニコデ	ニコデ	272489	
巣篭もり	すごもり	272490	296102
大陸地殻	たいりくちかく	272491	
ひまつ	ひまつ	272492	
ウミグモ	ウミグモ	272494	
華壇	かだん	272495	
連太郎	れんたろう	272496	
北極光	ほっきょくこう	272497	
けいきかいふく	けいきかいふく	272499	
転補	てんぽ	272500	
かちいくさ	かちいくさ	272501	
塗り師	ぬりし	272502	153321
農林水産技術会議	のうりんすいさんぎじゅつかいぎ	272504	
透光	とうみつ	272505	
コウケイ	コウケイ	272506	
暗潮	あんちょう	272508	271808
測候	そっこう	272509	
トサー	トサー	272510	
カジテツダイ	カジテツダイ	272512	
がをたてる	がをたてる	272513	
ことばがみつからない	ことばがみつからない	272514	
ヘルプス	ヘルプス	272515	
カイイン	カイイン	272517	
ヒヒ属	ヒヒぞく	272518	
糗	はったい	272519	241660
幻日環	げんじつかん	272521	
エフトゥシェンコ	エフトゥシェンコ	272522	
ドゥシャンベ	ドゥシャンベ	272523	
木染月	こぞめづき	272525	
無文字社会	むもじしゃかい	272526	
ハッシュカンスウ	ハッシュカンスウ	272527	
アップツーデート	アップツーデート	272529	
トレンス	トレンス	272530	
トロール漁船	トロールぎょせん	272531	
しゃこうかい	しゃこうかい	272533	
フーディ	フーディ	272534	
湯桶読み	ゆとうよみ	272535	
図がない	ずがない	272537	207291
如何した訳か	どうしたわけか	272538	47025
ヒトアシ	ヒトアシ	272539	
超重元素	ちょうじゅうげんそ	272540	
イリグチ	イリグチ	272542	
メイエルソン	メイエルソン	272543	
ヘイサ	ヘイサ	272544	
入会権	いりあいけん	272546	
立憲君主政	りっけんくんしゅせい	272547	
ファッション・ブック	ファッション・ブック	272548	
しょうまい	しょうまい	272550	
せちだ	せちだ	272551	
太陽政策	たいようせいさく	272552	
與一	よいち	272554	
流紋岩	りゅうもんがん	272555	
ケルムスコット	ケルムスコット	272556	
なかへなかへ	なかへなかへ	272558	
びょうごう	びょうごう	272559	
イヌ属	イヌぞく	272560	
はるうらら	はるうらら	272562	
ラッパ水仙	ラッパずいせん	272563	
おおだすかり	おおだすかり	272564	
ローリンソン	ローリンソン	272565	
ベネッシュ	ベネッシュ	272567	
しったかぶり	しったかぶり	272568	
御出掛け	おでかけ	272569	36585
ハーリング	ハーリング	272571	
ベレシュ	ベレシュ	272572	
ロッカビー	ロッカビー	272573	
よびこう	よびこう	272575	
マイエット	マイエット	272576	
茶摘み歌	ちゃつみうた	272577	
けんよく	けんよく	272579	
きゃっこう	きゃっこう	272580	
ひょうりゅうき	ひょうりゅうき	272581	
掃引	そういん	272583	
バチガイ	バチガイ	272584	
乗継便	のりつぎびん	272585	
薄ら氷	うすらひ	272587	
祓殿	はらえどの	272588	
堕落坊主	だらくぼうず	272589	
ステフェンソン	ステフェンソン	272590	
あがほとけ	あがほとけ	272592	
ながしそうめん	ながしそうめん	272593	
かいほうせき	かいほうせき	272594	
ハイゲキ	ハイゲキ	272596	
アイベックス	アイベックス	272597	
かんがえもの	かんがえもの	272598	
ペンタッチ	ペンタッチ	272600	
ヘテロ接合	ヘテロせつごう	272601	
べんろん	べんろん	272602	
きんろうほうし	きんろうほうし	272604	
おはちがまわる	おはちがまわる	272605	
シンボクカイ	シンボクカイ	272607	
デート・コース	デート・コース	272608	
じゅんすいばいよう	じゅんすいばいよう	272610	
ちょくりつ	ちょくりつ	272611	
ふゆざくら	ふゆざくら	272613	
末弘厳太郎	すえひろいずたろう	272614	
みんがく	みんがく	272615	
おふどうさん	おふどうさん	272617	
いっきょいちどう	いっきょいちどう	272618	
さしひきかんじょう	さしひきかんじょう	272620	
かんかつけん	かんかつけん	272621	
ウェルカム・ドリンク	ウェルカム・ドリンク	272623	
ジラルディ	ジラルディ	272624	
おおだな	おおだな	272626	
かみねんど	かみねんど	272627	
アウトバック	アウトバック	272629	
ひさいち	ひさいち	272630	
ルートウィヒ	ルートウィヒ	272631	
爪半月	つめはんげつ	272633	
リアクタンス	リアクタンス	272634	
冗員	じょういん	272636	
かしょくぶ	かしょくぶ	272637	
メイナー	メイナー	272639	
アーティフィシャルインテリジェンス	アーティフィシャルインテリジェンス	272640	
さんがしゃ	さんがしゃ	272642	
前衛戦	ぜんえいせん	272643	
カゾボン	カゾボン	272644	
モホ面	モホめん	272646	
かきしぶ	かきしぶ	272647	
嗅球	きゅうきゅう	272649	
ハイズ	ハイズ	272650	
ガッシェ	ガッシェ	272652	
来向かう	きむかう	272653	
てんじょうさじき	てんじょうさじき	272655	
ウラヤ	ウラヤ	272656	
こもどり	こもどり	272658	
バスコム	バスコム	272659	
ジャロウ	ジャロウ	272660	
ネットワークプリンタ	ネットワークプリンタ	272662	
きかんこ	きかんこ	272663	
テニヲハ	テニヲハ	272665	
まごころを込めて	まごころをこめて	272666	188068
起票	きひょう	272668	
サヤアテ	サヤアテ	272669	
クトウ	クトウ	272671	
賦払い	ぶばらい	272672	
来貢	らいこう	272673	
澤屋	さわや	272675	
嘉久次	かくじ	272676	
日本基督教団	にほんきりすときょうだん	272678	
アイラッシュ	アイラッシュ	272679	
ヒョウヘン	ヒョウヘン	272681	
浴殿	よくでん	272682	
加禄	かろく	272684	
シレント	シレント	272685	
チーホノフ	チーホノフ	272687	
オンナキョウシ	オンナキョウシ	272688	
ケンキュウカイ	ケンキュウカイ	272689	
かた	かた	272691	
ヨメナ	ヨメナ	272692	
末季	まっき	272694	118958
しるかぎり	しるかぎり	272695	
ミミクリ	ミミクリ	272697	
フュール	フュール	272698	
あとがまにすえる	あとがまにすえる	272700	
出時	でどき	272701	
セッツ	セッツ	272702	
さくづけ	さくづけ	272704	
はっしょうどう	はっしょうどう	272705	
マイツェン	マイツェン	272707	
ショウノウ	ショウノウ	272708	
しゃりべつ	しゃりべつ	272709	
フィナンシア	フィナンシア	272711	
おがみたおす	おがみたおす	272712	
トウフヨウ	トウフヨウ	272714	
ステネコ	ステネコ	272715	
ケモノミチ	ケモノミチ	272716	
ライノタイプ	ライノタイプ	272718	
ぜんごさゆう	ぜんごさゆう	272719	
ショプロン	ショプロン	272720	
メッセージキュー	メッセージキュー	272722	
核兵器実験	かくへいきじっけん	272723	
タイグウカイゼン	タイグウカイゼン	272725	
くずいれ	くずいれ	272726	
アレンレンチ	アレンレンチ	272727	
葡萄絞り器	ぶどうしぼりき	272729	
金尽くで	かねずくで	272730	
げんぶく	げんぶく	272732	
ボールダー	ボールダー	272733	
ちょい呑み	ちょいのみ	272734	
かしもと	かしもと	272736	
あづちももやま	あづちももやま	272737	
伎女	ぎじょ	272739	
はつえん	はつえん	272740	
ランチョン・ミート	ランチョン・ミート	272741	
列氏	れっし	272743	
なまごろし	なまごろし	272744	
異派	いは	272745	26496
晶絵	あきえ	272747	
めいぎん	めいぎん	272748	
閑雲	かんうん	272750	
カエデ科	カエデか	272751	
メタフィジックス	メタフィジックス	272752	
イッショケンメイ	イッショケンメイ	272754	
ばんしきちょう	ばんしきちょう	272755	
おもや	おもや	272757	
火付きが悪い	ひつきがわるい	272758	
石巻駅	いしのまきえき	272759	
フクシュ	フクシュ	272761	
ガイロ	ガイロ	272762	
フツリ	フツリ	272764	
あいてつ	あいてつ	272765	
靡かせる	なびかせる	272766	
月見茸	つきみたけ	272768	
フォーク・ロック	フォーク・ロック	272769	
ににんばおり	ににんばおり	272770	
サイハイ	サイハイ	272772	
ダンカル	ダンカル	272773	
いっせい	いっせい	272775	
よさんあん	よさんあん	272776	
ヨウカ	ヨウカ	272777	
汲井	くみい	272779	
はなをひく	はなをひく	272780	
